HR,CI_lower,CI_upper,p_value,n,events,vacc_n,vacc_events,age_min,age_max,landmark,max_fu_years,outcome
0.6988524839417406,0.15486090922096035,3.1537642182810903,0.6411787227954542,923,13,198,2,20,46,90,1,recurrence
0.5086128521717265,0.1162863241196311,2.2245697020066673,0.3691940921026112,923,17,198,2,20,46,90,1.5,recurrence
0.4465576630590856,0.10315183728541709,1.9332059581742769,0.2808934021147186,923,19,198,2,20,46,90,2,recurrence
0.6017241270576504,0.17803740754510158,2.0336845502065013,0.41362481254779904,923,22,198,3,20,46,90,2.5,recurrence
0.7268680950328281,0.24946922580776215,2.1178453008219233,0.5587643021364327,923,25,198,4,20,46,90,3,recurrence
0.5755748213222298,0.20134884050607862,1.64533539953569,0.3026363244594952,923,31,198,4,20,46,90,4,recurrence
0.656027373454899,0.25446099350769,1.6913080028084042,0.3829713885288689,923,35,198,5,20,46,90,5,recurrence
0.6365934151626796,0.24747204008155668,1.6375634843230353,0.3488270498105578,915,36,197,5,20,46,180,All,recurrence
0.4797471671867717,0.05998241064153172,3.837080603498982,0.48869560827612624,915,9,197,1,20,46,180,1,recurrence
0.2902887516076468,0.0379654599472535,2.219584839140666,0.23335425386978914,915,14,197,1,20,46,180,1.5,recurrence
0.2521880175862757,0.03330662310244166,1.9094939771733674,0.18228755809682784,915,16,197,1,20,46,180,2,recurrence
0.7590446476017042,0.21969766316613776,2.6224620178008236,0.6629507480913998,915,18,197,3,20,46,180,2.5,recurrence
0.6035306654357838,0.17855112386032237,2.04002784326525,0.41643085844426475,915,22,197,3,20,46,180,3,recurrence
0.5074762971813573,0.1523260167626178,1.6906645212303746,0.2692706569256007,915,26,197,3,20,46,180,4,recurrence
0.6076398200881417,0.21199673563502436,1.7416596055158722,0.35378975733010776,915,30,197,4,20,46,180,5,recurrence
0.664105087638879,0.23036181826967003,1.9145341478054783,0.44862348523550466,880,28,191,4,20,46,365,All,recurrence
2.4530319514023966e-09,0.0,inf,0.9990024864932276,880,6,191,0,20,46,365,1,recurrence
7.684170109459924e-10,0.0,inf,0.9993210583672301,880,8,191,0,20,46,365,1.5,recurrence
0.9431406914769352,0.2002294769615898,4.442474591741695,0.9409814121464386,880,10,191,2,20,46,365,2,recurrence
0.6371893861261425,0.14255628397215944,2.8480702672574023,0.5552244693670676,880,14,191,2,20,46,365,2.5,recurrence
0.5190313919942235,0.11865103837749706,2.2704696862269818,0.3837734406690153,880,17,191,2,20,46,365,3,recurrence
0.6610600667360067,0.19464215728558565,2.2451478031649206,0.5070023885308118,880,21,191,3,20,46,365,4,recurrence
0.7618361878293717,0.2614081224642524,2.220261450237678,0.6181668291752818,880,25,191,4,20,46,365,5,recurrence
0.9036934876464789,0.30576841711243025,2.6708511210115344,0.8546754466596913,799,22,173,4,20,46,730,All,recurrence
1.3066549699597407,0.263607371402388,6.476856855092573,0.7432937597607892,799,8,173,2,20,46,730,1.5,recurrence
0.8896622497018485,0.19214220111831487,4.119339291097093,0.881145925502878,799,11,173,2,20,46,730,2,recurrence
0.8070760416643276,0.17675797223357242,3.685105281519187,0.7820637870417939,799,12,173,2,20,46,730,2.5,recurrence
1.020708369287773,0.2878989127350956,3.6187895439978193,0.974677910278352,799,15,173,3,20,46,730,3,recurrence
1.093882032560746,0.36291238604432857,3.2971536579439613,0.8733493526884588,799,19,173,4,20,46,730,4,recurrence
1.0256391446923825,0.3427767130902645,3.068865576198907,0.9638893712819764,799,20,173,4,20,46,730,5,recurrence
0.5214090323007157,0.23680978390240548,1.1480411598061817,0.10584267670646462,978,59,207,7,20,48,0,All,recurrence
0.40830606241381523,0.12410142153878838,1.3433676950410056,0.14042870608676594,978,31,207,3,20,48,0,1,recurrence
0.39427769180617445,0.12007701889371437,1.2946265629196279,0.12495411606766907,978,32,207,3,20,48,0,1.5,recurrence
0.3343152783903919,0.10265902514341417,1.0887177742931777,0.0689277908789681,978,37,207,3,20,48,0,2,recurrence
0.31601994801037037,0.09730205840413021,1.026377130951199,0.055278465730827835,978,39,207,3,20,48,0,2.5,recurrence
0.5272585441332422,0.20686380535672325,1.3438869689267796,0.1799740431932959,978,41,207,5,20,48,0,3,recurrence
0.4445533022846586,0.17605346899621369,1.122543280169307,0.08627217028004498,978,48,207,5,20,48,0,4,recurrence
0.5016294726645185,0.21420401563973812,1.1747311416836077,0.11204472814327363,978,52,207,6,20,48,0,5,recurrence
0.6685040932958031,0.28112169950330224,1.5896948671797364,0.3621987677942612,956,41,205,6,20,48,90,All,recurrence
0.693453002591909,0.15365482726436494,3.129592967335673,0.6339889256174696,956,13,205,2,20,48,90,1,recurrence
0.5050126137411975,0.11545676400180507,2.2089458529578114,0.36420310875667616,956,17,205,2,20,48,90,1.5,recurrence
0.4436298750002059,0.1024703504294611,1.9206284078063869,0.27700352392072447,956,19,205,2,20,48,90,2,recurrence
0.5981716415389634,0.1769759210872145,2.0217965842092616,0.4082247722913822,956,22,205,3,20,48,90,2.5,recurrence
0.7224022358573127,0.24792299282517588,2.1049479292936737,0.5512133657218351,956,25,205,4,20,48,90,3,recurrence
0.5690334524927145,0.1990674356920686,1.6265798016138275,0.29272594451452083,956,31,205,4,20,48,90,4,recurrence
0.6469123150423887,0.25094184480208614,1.6676993176788175,0.3673471229979478,956,35,205,5,20,48,90,5,recurrence
0.630815257212577,0.24522951722268885,1.622675333862106,0.33917473453108404,948,36,204,5,20,48,180,All,recurrence
0.4756697409193704,0.059468274968256976,3.804746355045191,0.4836735032007494,948,9,204,1,20,48,180,1,recurrence
0.288321970199025,0.0377063215887389,2.2046583967043434,0.23080674850490668,948,14,204,1,20,48,180,1.5,recurrence
0.25064516108519186,0.0331012785361782,1.897902424124165,0.18035770110356675,948,16,204,1,20,48,180,2,recurrence
0.7543606978136999,0.2183270769945614,2.6064566531990336,0.6558832917529391,948,18,204,3,20,48,180,2.5,recurrence
0.5987130678975657,0.17712167783871943,2.0237914525500003,0.4090818714599015,948,22,204,3,20,48,180,3,recurrence
0.5013419503039321,0.15049126797228624,1.6701550496659823,0.2607620369284712,948,26,204,3,20,48,180,4,recurrence
0.5986102400893649,0.2088626733184535,1.7156450879736367,0.33947605174601037,948,30,204,4,20,48,180,5,recurrence
0.6580496153529111,0.22826619639910004,1.8970364561076178,0.43852619614604416,913,28,198,4,20,48,365,All,recurrence
3.8165737647917484e-13,0.0,inf,0.9999820041478171,913,6,198,0,20,48,365,1,recurrence
2.788381751070895e-10,0.0,inf,0.999570306070975,913,8,198,0,20,48,365,1.5,recurrence
0.9384278987556545,0.1992082433373958,4.420735339106501,0.9359457247591957,913,10,198,2,20,48,365,2,recurrence
0.6320872153022973,0.1414117407449174,2.8253258579802374,0.5481966264599135,913,14,198,2,20,48,365,2.5,recurrence
0.5131630752162274,0.1173139813478614,2.244714046355021,0.3755695756262467,913,17,198,2,20,48,365,3,recurrence
0.6497333296416601,0.191333148534891,2.20637878422962,0.48938071618182266,913,21,198,3,20,48,365,4,recurrence
0.7517987238412973,0.2579794383895595,2.190877399755891,0.601125915085826,913,25,198,4,20,48,365,5,recurrence
0.8943656480213305,0.3026247900988095,2.6431737865871585,0.8399714745009279,832,22,180,4,20,48,730,All,recurrence
1.2938772934644964,0.2610313856128557,6.413475707576218,0.7524096295079179,832,8,180,2,20,48,730,1.5,recurrence
0.8762734017344785,0.1892712941955944,4.056901908187977,0.865858626227253,832,11,180,2,20,48,730,2,recurrence
0.7922261326646111,0.17353578143944529,3.6166734034371615,0.7636941776406589,832,12,180,2,20,48,730,2.5,recurrence
0.9966548896079077,0.2811850155466822,3.5326241231174005,0.995858982598992,832,15,180,3,20,48,730,3,recurrence
1.0759308636922864,0.35699185913221143,3.2427272326591168,0.8965483124801022,832,19,180,4,20,48,730,4,recurrence
1.010710490516685,0.3378102488167804,3.023992608923279,0.9847986152470671,832,20,180,4,20,48,730,5,recurrence
0.548456267555986,0.2604506969558059,1.1549375023269175,0.11390616552301498,1009,60,219,8,20,50,0,All,recurrence
0.37840385768369605,0.11502097048462583,1.2448988989276712,0.10971811024419119,1009,31,219,3,20,50,0,1,recurrence
0.36475738293538684,0.11109246093593818,1.1976325601662112,0.09637733427094915,1009,32,219,3,20,50,0,1.5,recurrence
0.309937058412968,0.09517744996334396,1.0092829784227233,0.05181590264371877,1009,37,219,3,20,50,0,2,recurrence
0.3884265340052313,0.1382192516934062,1.091564094515458,0.07284362646937191,1009,40,219,4,20,50,0,2.5,recurrence
0.5834755570176219,0.24578073279707238,1.3851522117403312,0.22194406979373904,1009,42,219,6,20,50,0,3,recurrence
0.49029400956616903,0.20862704813327923,1.1522389736488103,0.10206061630920145,1009,49,219,6,20,50,0,4,recurrence
0.5354079433190493,0.24165439045920697,1.1862464622488407,0.12375591610696354,1009,53,219,7,20,50,0,5,recurrence
0.7094625333879798,0.3149080579661474,1.598362041073586,0.4075022417191023,987,42,217,7,20,50,90,All,recurrence
0.6261135393857785,0.13865978831006018,2.8271943075925257,0.5426802889459306,987,13,217,2,20,50,90,1,recurrence
0.45870841895148934,0.10483537155983098,2.0070841595375972,0.3007248925831315,987,17,217,2,20,50,90,1.5,recurrence
0.6019342904132452,0.1762509134444162,2.0557334024232583,0.41792352820060086,987,20,217,3,20,50,90,2,recurrence
0.716136338113216,0.24337609758045545,2.1072375630341744,0.5442804151542445,987,23,217,4,20,50,90,2.5,recurrence
0.8176904031135933,0.3080615434918717,2.1704026661857987,0.6861270637577357,987,26,217,5,20,50,90,3,recurrence
0.6402009767855844,0.2463381139564753,1.6637997429404396,0.36007524037385685,987,32,217,5,20,50,90,4,recurrence
0.6940549302756854,0.2886057480608518,1.669101358779655,0.41465090656531034,987,36,217,6,20,50,90,5,recurrence
0.6902681940440963,0.2877700151270126,1.6557325456531646,0.4063186566234571,979,37,216,6,20,50,180,All,recurrence
0.42999483832421387,0.05373595982118073,3.4408161983288483,0.4263755988402764,979,9,216,1,20,50,180,1,recurrence
0.2646451263125964,0.034606056612176285,2.0238377248786934,0.20027312644267714,979,14,216,1,20,50,180,1.5,recurrence
0.45330987946329465,0.10356768127192921,1.98411168711491,0.2935489446963543,979,17,216,2,20,50,180,2,recurrence
0.9130781988637027,0.3027412248168551,2.753876013233882,0.8717400341615739,979,19,216,4,20,50,180,2.5,recurrence
0.7304121136596317,0.2483117816268194,2.1485160804110177,0.5682123958378082,979,23,216,4,20,50,180,3,recurrence
0.602755023112413,0.20827087635314387,1.7444283341431348,0.35044756526144716,979,27,216,4,20,50,180,4,recurrence
0.6692764128276391,0.25673539446506877,1.7447182056869739,0.4114014957113624,979,31,216,5,20,50,180,5,recurrence
0.7505228641205827,0.28608291261022284,1.9689556584430348,0.5597577918112224,943,29,210,5,20,50,365,All,recurrence
0.4183885635170241,0.052231030194061244,3.351436673399986,0.4117686042395968,943,9,210,1,20,50,365,1.5,recurrence
1.2765578524486996,0.3380316697325524,4.820849927871435,0.718731205043341,943,11,210,3,20,50,365,2,recurrence
0.8708851236827229,0.24550961886512332,3.0892512568663935,0.8305474461557125,943,15,210,3,20,50,365,2.5,recurrence
0.6959394921857341,0.20122859080444594,2.4068735702393873,0.566920361770739,943,18,210,3,20,50,365,3,recurrence
0.7756800363062903,0.262156417082508,2.295116501133605,0.6462691898697505,943,22,210,4,20,50,365,4,recurrence
0.8464605964778259,0.31879322675017424,2.2475243551867754,0.737948725323632,943,26,210,5,20,50,365,5,recurrence
1.013539603189075,0.3757770988649269,2.7337017884688,0.9788054269506213,859,23,192,5,20,50,730,All,recurrence
4.993798534483056,0.8285671168989927,30.097771555717205,0.07929363733575215,859,5,192,3,20,50,730,1,recurrence
1.7599378440720388,0.43914084803125675,7.053275114084749,0.4248071973017844,859,9,192,3,20,50,730,1.5,recurrence
1.1654289966607436,0.31468335737603853,4.316163261963116,0.8187321634361152,859,12,192,3,20,50,730,2,recurrence
1.0447739344429492,0.286724857040528,3.806968762171572,0.9470645006093342,859,13,192,3,20,50,730,2.5,recurrence
1.167609703968241,0.3756051595232296,3.6296424216624428,0.7888622261164204,859,16,192,4,20,50,730,3,recurrence
1.196514582690705,0.43403415477138113,3.2984665627192493,0.7287576106388826,859,20,192,5,20,50,730,4,recurrence
1.1243711228145707,0.4111321212185303,3.074949284119129,0.8193556405786402,859,21,192,5,20,50,730,5,recurrence
0.5325057663812137,0.2531169320976732,1.1202821908406435,0.09677802702207389,1046,61,228,8,20,52,0,All,recurrence
0.37694452438684106,0.11458283646795907,1.2400388997609937,0.10829911472970814,1046,31,228,3,20,52,0,1,recurrence
0.3634108692983266,0.1106880779048663,1.1931498172519912,0.09514798157446423,1046,32,228,3,20,52,0,1.5,recurrence
0.299104587405524,0.09197800104920421,0.9726625191513962,0.044848805781251735,1046,38,228,3,20,52,0,2,recurrence
0.3757182022401531,0.133889251543319,1.0543353246612173,0.06295713802078898,1046,41,228,4,20,52,0,2.5,recurrence
0.564228463640755,0.23808015310056135,1.3371705076480656,0.1936038230995799,1046,43,228,6,20,52,0,3,recurrence
0.4755538676595838,0.20260186979087036,1.1162359028543367,0.0877473400280061,1046,50,228,6,20,52,0,4,recurrence
0.519863000168216,0.23490994855829625,1.1504729391093895,0.1064973035545458,1046,54,228,7,20,52,0,5,recurrence
0.6808671569359488,0.3027926723796534,1.5310148748011538,0.35249631536499404,1024,43,226,7,20,52,90,All,recurrence
0.6268528797955544,0.13886809472104644,2.8296242826497577,0.5436121288394232,1024,13,226,2,20,52,90,1,recurrence
0.4266767303408766,0.09805319513092033,1.8566761845068327,0.2562750776440641,1024,18,226,2,20,52,90,1.5,recurrence
0.5657270984720922,0.1665321478383482,1.921834036851073,0.3612545330443334,1024,21,226,3,20,52,90,2,recurrence
0.6773754794004124,0.231344050849954,1.9833556921268454,0.4772938991646508,1024,24,226,4,20,52,90,2.5,recurrence
0.7757161886443976,0.293545129208022,2.049891295925977,0.6084784192901589,1024,27,226,5,20,52,90,3,recurrence
0.6121739939146572,0.23620991291679114,1.586542216614919,0.3124805567019353,1024,33,226,5,20,52,90,4,recurrence
0.6656574889851328,0.27749131991568904,1.596806317316954,0.36195286259260595,1024,37,226,6,20,52,90,5,recurrence
0.6586879426094635,0.2752117735048136,1.576494349110756,0.34841549263931226,1016,38,225,6,20,52,180,All,recurrence
0.4301250344486641,0.05376941474920006,3.4407580242858598,0.42647044183922445,1016,9,225,1,20,52,180,1,recurrence
0.24338594781516218,0.03199164152539177,1.8516311376791545,0.17227362305280125,1016,15,225,1,20,52,180,1.5,recurrence
0.4220289622673543,0.09696280468390976,1.836873897914545,0.25028477457060894,1016,18,225,2,20,52,180,2,recurrence
0.8492087820755386,0.2836616884235139,2.5423086196875357,0.770162681927199,1016,20,225,4,20,52,180,2.5,recurrence
0.6871181691634792,0.23470346495255082,2.0116080454543814,0.49353639760419865,1016,24,225,4,20,52,180,3,recurrence
0.5714672134587764,0.19812464551649822,1.6483298945821667,0.30052443138749807,1016,28,225,4,20,52,180,4,recurrence
0.6372900904832115,0.24519550907378979,1.6563870234094518,0.35523387595943745,1016,32,225,5,20,52,180,5,recurrence
0.706427510672216,0.27014573878446696,1.8472985362641527,0.47855991723323166,980,30,219,5,20,52,365,All,recurrence
5.164298590772813e-10,0.0,inf,0.9994398059501673,980,7,219,0,20,52,365,1,recurrence
0.3666466618390917,0.04637635916005506,2.89867029392718,0.34153486930992083,980,10,219,1,20,52,365,1.5,recurrence
1.1177384532488324,0.30205444661498865,4.136139242020671,0.8675802460446594,980,12,219,3,20,52,365,2,recurrence
0.7912303015951199,0.22522156302670535,2.7796867304755892,0.714908456889148,980,16,219,3,20,52,365,2.5,recurrence
0.6416153626730108,0.18671912911221614,2.204756821517788,0.4810413999720281,980,19,219,3,20,52,365,3,recurrence
0.7229977153118833,0.24563187227556013,2.1280857874982426,0.5559504463688805,980,23,219,4,20,52,365,4,recurrence
0.7927778665504378,0.29983704734035516,2.0961277175960045,0.6397127272724092,980,27,219,5,20,52,365,5,recurrence
0.9988003694550995,0.3702772423680387,2.6942033262526897,0.998108268012082,892,23,200,5,20,52,730,All,recurrence
5.016504269745045,0.8338326605117888,30.180294296609013,0.07815161677093949,892,5,200,3,20,52,730,1,recurrence
1.7486266786461873,0.4364326642597282,7.0061100180473925,0.43002182513867204,892,9,200,3,20,52,730,1.5,recurrence
1.1559784522269225,0.3122125644601182,4.28005254792892,0.828184867557811,892,12,200,3,20,52,730,2,recurrence
1.0367248732040124,0.2846064668805209,3.7764372485994184,0.9563903970874962,892,13,200,3,20,52,730,2.5,recurrence
1.1576283213009142,0.3725047292238197,3.5975471588516954,0.8002542931756889,892,16,200,4,20,52,730,3,recurrence
1.180773828091673,0.42833363204516706,3.255002009646642,0.7480670002641081,892,20,200,5,20,52,730,4,recurrence
1.1089595408611923,0.40549374907874286,3.0328242200060473,0.840320029327101,892,21,200,5,20,52,730,5,recurrence
0.5744009124507535,0.283802097465414,1.1625580331183651,0.12324931697240399,1072,64,234,9,20,54,0,All,recurrence
0.4836392331454669,0.16999937387163158,1.3759280549713142,0.17327521869373275,1072,33,234,4,20,54,0,1,recurrence
0.4506864471919243,0.15906199362986695,1.2769755304031332,0.13364655226540978,1072,35,234,4,20,54,0,1.5,recurrence
0.3758951052800562,0.13395968922554818,1.0547734993293565,0.06306976115673582,1072,41,234,4,20,54,0,2,recurrence
0.4442468436578013,0.17506164985135914,1.127347184648887,0.08768951208548383,1072,44,234,5,20,54,0,2.5,recurrence
0.6228677731940488,0.2785380968073121,1.392858884765412,0.24891316548698927,1072,46,234,7,20,54,0,3,recurrence
0.5298636363365912,0.23917984738973702,1.1738257891533475,0.1175656239036569,1072,53,234,7,20,54,0,4,recurrence
0.5691847953427495,0.26949814321507737,1.2021282498811763,0.13957220394410125,1072,57,234,8,20,54,0,5,recurrence
0.7542694148884356,0.35106455689855776,1.620563338157023,0.4698441618376764,1049,45,232,8,20,54,90,All,recurrence
0.8570423838936916,0.24171847955516804,3.0387484198225727,0.811191636456412,1049,15,232,3,20,54,90,1,recurrence
0.602168179043672,0.1763898715229155,2.0557105276062533,0.4181284514296455,1049,20,232,3,20,54,90,1.5,recurrence
0.7156528669725912,0.2433421267286986,2.104687062988867,0.5432663100875079,1049,23,232,4,20,54,90,2,recurrence
0.8085516226226158,0.3047116059663444,2.1454900753529973,0.669513046551195,1049,26,232,5,20,54,90,2.5,recurrence
0.8921786945305953,0.36309490567309477,2.192216994889387,0.8035650779217323,1049,29,232,6,20,54,90,3,recurrence
0.7114759149868706,0.29524187737923735,1.7145195732385714,0.4481008462848338,1049,35,232,6,20,54,90,4,recurrence
0.7547431403617249,0.33294958851458495,1.7108812492138734,0.5003827390299842,1049,39,232,7,20,54,90,5,recurrence
0.6381395121188034,0.2672341569455035,1.523839772511821,0.31178425167692714,1040,39,230,6,20,54,180,All,recurrence
0.38280219292786316,0.048480819490679776,3.0225874985168537,0.36239244949215643,1040,10,230,1,20,54,180,1,recurrence
0.22812419491615127,0.030125655021709646,1.7274528394034845,0.1524957170206474,1040,16,230,1,20,54,180,1.5,recurrence
0.39988969796540025,0.09234827775932014,1.731616164576715,0.22029672494019292,1040,19,230,2,20,54,180,2,recurrence
0.8040499899454072,0.27041161468933983,2.3907863095079382,0.6948580738757137,1040,21,230,4,20,54,180,2.5,recurrence
0.6575410592367978,0.22561797572179942,1.916337752783388,0.44236264215431653,1040,25,230,4,20,54,180,3,recurrence
0.5523765304010011,0.19214945045938897,1.5879297630483495,0.27060759215138663,1040,29,230,4,20,54,180,4,recurrence
0.6188086866053056,0.23880781188156985,1.6034826817477985,0.3231482953326048,1040,33,230,5,20,54,180,5,recurrence
0.6762034749349757,0.2594375562514943,1.762470885560165,0.42341471213164306,1004,31,224,5,20,54,365,All,recurrence
5.771642908653253e-12,0.0,inf,0.9999232914788059,1004,8,224,0,20,54,365,1,recurrence
0.33137828667243635,0.04237811356299285,2.591233059837131,0.2925238222106128,1004,11,224,1,20,54,365,1.5,recurrence
1.0085678775617384,0.27724105534638516,3.669042315462578,0.9896689890876551,1004,13,224,3,20,54,365,2,recurrence
0.7356655964217019,0.21125108493595407,2.561898652130367,0.6296493713221851,1004,17,224,3,20,54,365,2.5,recurrence
0.6062115299300211,0.17751038424304272,2.070258709580256,0.42443213576854355,1004,20,224,3,20,54,365,3,recurrence
0.6901915584555963,0.23570538856315593,2.0210161094205352,0.4987715225051448,1004,24,224,4,20,54,365,4,recurrence
0.7584376319428393,0.2880745063850211,1.9968016217938116,0.5756017399108841,1004,28,224,5,20,54,365,5,recurrence
0.998936318223103,0.37042967886121575,2.693827802709592,0.9983222975454454,913,23,205,5,20,54,730,All,recurrence
5.098075214981684,0.8490803975142698,30.61002347209852,0.07489491775585408,913,5,205,3,20,54,730,1,recurrence
1.7639074223107907,0.44059865858447356,7.06168603526643,0.42260905053234676,913,9,205,3,20,54,730,1.5,recurrence
1.1703436477780211,0.31640126493059284,4.329010044238695,0.8136669098647464,913,12,205,3,20,54,730,2,recurrence
1.051145172619468,0.288867571425943,3.8249574656893475,0.9396663929958996,913,13,205,3,20,54,730,2.5,recurrence
1.1723205405061161,0.3775853972869467,3.6398003195238076,0.7832813899897664,913,16,205,4,20,54,730,3,recurrence
1.187856177217239,0.43114354998304244,3.27269722070213,0.7391859202879196,913,20,205,5,20,54,730,4,recurrence
1.1145965548241081,0.4077615250852567,3.0466961780320485,0.8325217647012788,913,21,205,5,20,54,730,5,recurrence
0.6386093086118301,0.3258174027454472,1.2516883555305374,0.19149892558169346,1087,66,236,10,20,56,0,All,recurrence
0.5963799525138881,0.2313884965070574,1.5371077349544016,0.28460738945039943,1087,35,236,5,20,56,0,1,recurrence
0.5582388226660808,0.21750893989370204,1.432725401006082,0.22541036921661672,1087,37,236,5,20,56,0,1.5,recurrence
0.467953401675423,0.1841822164520985,1.188933385414826,0.11043651216665507,1087,43,236,5,20,56,0,2,recurrence
0.5322982140276237,0.22567389008116975,1.2555346502649747,0.14980207400009504,1087,46,236,6,20,56,0,2.5,recurrence
0.7101036882996827,0.3323779019650392,1.5170901710242206,0.3767556447204856,1087,48,236,8,20,56,0,3,recurrence
0.6052994662083142,0.2860190744558381,1.280989544103434,0.18933009380121602,1087,55,236,8,20,56,0,4,recurrence
0.6406322919055301,0.3150409112657104,1.3027188493813944,0.21880743472989805,1087,59,236,9,20,56,0,5,recurrence
