age_min,age_max,landmark,max_fu_days,n,events,n_vax,events_vax,n_unvax,events_unvax,HR,CI_lower,CI_upper,p_value
29,51,120,790,691,16,174,2,517,14,0.41976375169638974,0.0953975659412032,1.847024140498799,0.2508341944563597
29,51,120,820,691,17,174,3,517,14,0.6296057380566119,0.1809290471332035,2.190932808605194,0.4671004118795782
29,51,120,1095,691,21,174,5,517,16,0.9237035544521729,0.33837415447725666,2.5215526813083677,0.8769025095753084
29,51,120,1460,691,27,174,5,517,22,0.6797473978103414,0.2573942457081343,1.7951315250220004,0.4359007452841288
29,51,120,1825,691,31,174,6,517,25,0.7242981949639669,0.2971039804467234,1.7657382928335863,0.4780478288448261
29,51,150,All,690,35,173,6,517,29,0.6326564726580592,0.2626264470219933,1.524043815597212,0.30742459795130284
29,51,150,365,690,8,173,1,517,7,0.42459066400833156,0.05223723396904609,3.4511251508811087,0.422956251590055
29,51,150,400,690,8,173,1,517,7,0.42459066400833156,0.05223723396904609,3.4511251508811087,0.422956251590055
29,51,150,450,690,8,173,1,517,7,0.42459066400833156,0.05223723396904609,3.4511251508811087,0.422956251590055
29,51,150,500,690,9,173,1,517,8,0.37105280585962214,0.04640687733534527,2.966805625411816,0.34993782235083737
29,51,150,550,690,9,173,1,517,8,0.3710528058596222,0.04640687733534527,2.966805625411816,0.34993782235083737
29,51,150,600,690,11,173,1,517,10,0.29594179408336796,0.03788260337070074,2.3119199234607013,0.24567207510273603
29,51,150,650,690,14,173,1,517,13,0.22634428708128074,0.0296083679133383,1.7303127428126088,0.152245172127763
29,51,150,700,690,15,173,1,517,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,150,730,690,15,173,1,517,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,150,750,690,15,173,1,517,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,150,800,690,15,173,1,517,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,150,850,690,16,173,2,517,14,0.41943978088599027,0.0953240039413362,1.84559735759691,0.2504127392350407
29,51,150,900,690,18,173,2,517,16,0.36752026495769596,0.08450091081691033,1.5984578609718916,0.18200038886878322
29,51,150,730,690,15,173,1,517,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,150,760,690,15,173,1,517,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,150,790,690,15,173,1,517,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,150,820,690,16,173,2,517,14,0.41943978088599027,0.0953240039413362,1.84559735759691,0.2504127392350407
29,51,150,1095,690,20,173,4,517,16,0.7387587616690972,0.24696833372324978,2.209856218062499,0.5880820781914862
29,51,150,1460,690,26,173,4,517,22,0.5439209175205404,0.18742344671352815,1.5785109584959534,0.26261003251863657
29,51,150,1825,690,30,173,5,517,25,0.6038745868827423,0.2311518550152774,1.5775971889072706,0.30325374804221905
29,51,180,All,689,35,173,6,516,29,0.6326564726580594,0.2626264470219934,1.524043815597212,0.30742459795130306
29,51,180,365,689,8,173,1,516,7,0.42459066400833173,0.05223723396904611,3.4511251508811096,0.42295625159005523
29,51,180,400,689,8,173,1,516,7,0.4245906640083317,0.05223723396904609,3.4511251508811087,0.4229562515900551
29,51,180,450,689,8,173,1,516,7,0.4245906640083316,0.05223723396904609,3.4511251508811087,0.4229562515900551
29,51,180,500,689,9,173,1,516,8,0.37105280585962214,0.04640687733534527,2.966805625411816,0.34993782235083737
29,51,180,550,689,9,173,1,516,8,0.3710528058596223,0.046406877335345334,2.966805625411815,0.34993782235083737
29,51,180,600,689,11,173,1,516,10,0.29594179408336796,0.03788260337070074,2.3119199234607013,0.24567207510273603
29,51,180,650,689,14,173,1,516,13,0.2263442870812808,0.0296083679133383,1.7303127428126093,0.152245172127763
29,51,180,700,689,15,173,1,516,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,180,730,689,15,173,1,516,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,180,750,689,15,173,1,516,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,180,800,689,15,173,1,516,14,0.20972390894428825,0.027577068657248613,1.5949526227585802,0.13130157683034904
29,51,180,850,689,16,173,2,516,14,0.4194397808859905,0.09532400394133624,1.8455973575969111,0.2504127392350409
29,51,180,900,689,18,173,2,516,16,0.36752026495769585,0.08450091081691026,1.5984578609718916,0.18200038886878311
29,51,180,730,689,15,173,1,516,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,180,760,689,15,173,1,516,14,0.20972390894428827,0.027577068657248613,1.5949526227585806,0.13130157683034904
29,51,180,790,689,15,173,1,516,14,0.20972390894428825,0.027577068657248613,1.5949526227585802,0.13130157683034904
29,51,180,820,689,16,173,2,516,14,0.41943978088599043,0.09532400394133624,1.8455973575969105,0.2504127392350408
29,51,180,1095,689,20,173,4,516,16,0.738758761669097,0.24696833372324972,2.2098562180624985,0.588082078191486
29,51,180,1460,689,26,173,4,516,22,0.5439209175205404,0.18742344671352815,1.5785109584959534,0.26261003251863657
29,51,180,1825,689,30,173,5,516,25,0.6038745868827425,0.23115185501527752,1.5775971889072715,0.3032537480422195
29,52,0,All,730,51,182,8,548,43,0.5587988475138707,0.262709190402335,1.1886000314820149,0.13070819095860142
29,52,0,365,730,24,182,3,548,21,0.4242410632481773,0.12653977361413657,1.4223233897570147,0.16476421215854964
29,52,0,400,730,24,182,3,548,21,0.4242410632481774,0.12653977361413657,1.4223233897570153,0.16476421215854986
29,52,0,450,730,24,182,3,548,21,0.4242410632481774,0.12653977361413657,1.4223233897570153,0.16476421215854986
29,52,0,500,730,25,182,3,548,22,0.4046058238549514,0.12109909615262908,1.3518339764568914,0.14151165566388774
29,52,0,550,730,25,182,3,548,22,0.40460582385495153,0.12109909615262908,1.3518339764568916,0.14151165566388782
29,52,0,600,730,27,182,3,548,24,0.37013208513008694,0.11145271240586099,1.2292007747991027,0.10458697088559232
29,52,0,650,730,30,182,3,548,27,0.32774603545050135,0.09942523620967791,1.0803842952606981,0.06680894741743257
29,52,0,700,730,31,182,3,548,28,0.31563879814344237,0.09595658296319635,1.0382596776257496,0.05767024801033939
29,52,0,730,730,31,182,3,548,28,0.31563879814344237,0.09595658296319635,1.0382596776257496,0.05767024801033939
29,52,0,750,730,31,182,3,548,28,0.31563879814344237,0.09595658296319635,1.0382596776257498,0.05767024801033945
29,52,0,800,730,31,182,3,548,28,0.31563879814344237,0.09595658296319635,1.0382596776257498,0.05767024801033945
29,52,0,850,730,32,182,4,548,28,0.4206733645676061,0.14755110376440073,1.1993544957765756,0.10524944605609882
29,52,0,900,730,34,182,4,548,30,0.39253056775906797,0.13828383734409908,1.1142317828644726,0.07895255401680165
29,52,0,730,730,31,182,3,548,28,0.31563879814344237,0.09595658296319635,1.0382596776257496,0.05767024801033939
29,52,0,760,730,31,182,3,548,28,0.31563879814344237,0.09595658296319635,1.0382596776257498,0.05767024801033945
29,52,0,790,730,31,182,3,548,28,0.31563879814344237,0.09595658296319635,1.0382596776257498,0.05767024801033945
29,52,0,820,730,32,182,4,548,28,0.420673364567606,0.1475511037644007,1.1993544957765754,0.10524944605609866
29,52,0,1095,730,36,182,6,548,30,0.5899721302788847,0.2455535705705366,1.4174793455337729,0.23804025236041015
29,52,0,1460,730,42,182,6,548,36,0.49441064474852153,0.2083167534034996,1.1734144356943608,0.11018722555391354
29,52,0,1825,730,46,182,7,548,39,0.5351630181181158,0.23936265452500305,1.1965085218896352,0.12776885886402783
29,52,30,All,722,43,181,7,541,36,0.5839320086725696,0.2598397221818479,1.31225737115648,0.19284557442881123
29,52,30,365,722,16,181,2,541,14,0.4216752454683782,0.09583339799508368,1.8554075756547712,0.2533182595698178
29,52,30,400,722,16,181,2,541,14,0.42167524546837815,0.09583339799508364,1.855407575654771,0.25331825956981757
29,52,30,450,722,16,181,2,541,14,0.42167524546837815,0.09583339799508364,1.855407575654771,0.25331825956981757
29,52,30,500,722,17,181,2,541,15,0.3932036115271565,0.08991718330832033,1.719460890893949,0.21498177459500234
29,52,30,550,722,17,181,2,541,15,0.39320361152715655,0.08991718330832033,1.7194608908939493,0.21498177459500234
29,52,30,600,722,19,181,2,541,17,0.34616602585708406,0.07997579427131253,1.4983398233116512,0.15587332877496346
29,52,30,650,722,22,181,2,541,20,0.2929644167003523,0.06847468221236667,1.2534289562146652,0.097838920336656
29,52,30,700,722,23,181,2,541,21,0.2786205240062442,0.06532741932596592,1.1883126135775346,0.08419429148373225
29,52,30,730,722,23,181,2,541,21,0.2786205240062441,0.06532741932596589,1.188312613577534,0.0841942914837321
29,52,30,750,722,23,181,2,541,21,0.27862052400624415,0.06532741932596592,1.1883126135775341,0.0841942914837321
29,52,30,800,722,23,181,2,541,21,0.2786205240062442,0.06532741932596592,1.1883126135775346,0.08419429148373225
29,52,30,850,722,24,181,3,541,21,0.4178155317441215,0.1246221823933749,1.4007925010941185,0.1573787500275784
29,52,30,900,722,26,181,3,541,23,0.38155979898051584,0.11456112321992437,1.2708314662607214,0.11651644286535037
29,52,30,730,722,23,181,2,541,21,0.2786205240062441,0.06532741932596589,1.188312613577534,0.0841942914837321
29,52,30,760,722,23,181,2,541,21,0.27862052400624415,0.06532741932596592,1.1883126135775341,0.0841942914837321
29,52,30,790,722,23,181,2,541,21,0.2786205240062442,0.06532741932596592,1.1883126135775346,0.08419429148373225
29,52,30,820,722,24,181,3,541,21,0.4178155317441215,0.1246221823933749,1.4007925010941185,0.1573787500275784
29,52,30,1095,722,28,181,5,541,23,0.6378478438859043,0.24248602141472358,1.6778281468607297,0.36216139129516
29,52,30,1460,722,34,181,5,541,29,0.5098714355925212,0.1973589316479883,1.3172389952782173,0.16422436564423948
29,52,30,1825,722,38,181,6,541,32,0.5580954772625045,0.23334431540576644,1.3348110117842003,0.1898926929036029
29,52,60,All,718,39,181,7,537,32,0.6574484740094148,0.2901604438154504,1.489653414826671,0.31490851704181766
29,52,60,365,718,12,181,2,537,10,0.5884391385841719,0.12892909203721598,2.6856670930229813,0.49360256963698
29,52,60,400,718,12,181,2,537,10,0.5884391385841721,0.12892909203721603,2.6856670930229813,0.4936025696369801
29,52,60,450,718,12,181,2,537,10,0.5884391385841722,0.12892909203721603,2.6856670930229822,0.49360256963698035
29,52,60,500,718,13,181,2,537,11,0.5344396075427568,0.11845728789106807,2.4112125070186803,0.4150424463655684
29,52,60,550,718,13,181,2,537,11,0.5344396075427565,0.11845728789106807,2.4112125070186794,0.4150424463655682
29,52,60,600,718,15,181,2,537,13,0.4511333165302434,0.10180213003886712,1.9991847833230425,0.2946528223814284
29,52,60,650,718,18,181,2,537,16,0.36481674927876506,0.0838796573791521,1.5866929445446751,0.1787967343124265
29,52,60,700,718,19,181,2,537,17,0.3428417858837005,0.07920720390284233,1.4839621190530017,0.15214695620734578
29,52,60,730,718,19,181,2,537,17,0.34284178588370057,0.0792072039028424,1.4839621190530015,0.15214695620734572
29,52,60,750,718,19,181,2,537,17,0.3428417858837006,0.0792072039028424,1.4839621190530023,0.15214695620734603
29,52,60,800,718,19,181,2,537,17,0.34284178588370057,0.07920720390284237,1.4839621190530021,0.15214695620734592
29,52,60,850,718,20,181,3,537,17,0.5141918566504561,0.15068358311279656,1.7546255536525668,0.28816271467157806
29,52,60,900,718,22,181,3,537,19,0.46033146700786076,0.13621883425830333,1.5556223239716376,0.21175606850857165
29,52,60,730,718,19,181,2,537,17,0.34284178588370057,0.0792072039028424,1.4839621190530015,0.15214695620734572
29,52,60,760,718,19,181,2,537,17,0.3428417858837006,0.0792072039028424,1.4839621190530023,0.15214695620734603
29,52,60,790,718,19,181,2,537,17,0.34284178588370057,0.07920720390284237,1.4839621190530021,0.15214695620734592
29,52,60,820,718,20,181,3,537,17,0.514191856650456,0.15068358311279656,1.754625553652566,0.2881627146715777
29,52,60,1095,718,24,181,5,537,19,0.770127769380794,0.28754679566340324,2.0626095999543153,0.6033034970366355
29,52,60,1460,718,30,181,5,537,25,0.5908393211611492,0.2261728953488049,1.5434701089703862,0.28278933590760447
29,52,60,1825,718,34,181,6,537,28,0.6377313041189204,0.2640425333127252,1.540286752860125,0.31737850648521637
29,52,90,All,716,39,181,7,535,32,0.6574484740094152,0.2901604438154506,1.489653414826672,0.31490851704181844
29,52,90,365,716,12,181,2,535,10,0.588439138584172,0.12892909203721603,2.685667093022981,0.49360256963698
29,52,90,400,716,12,181,2,535,10,0.5884391385841722,0.12892909203721603,2.6856670930229822,0.49360256963698035
29,52,90,450,716,12,181,2,535,10,0.5884391385841722,0.12892909203721603,2.6856670930229822,0.49360256963698035
29,52,90,500,716,13,181,2,535,11,0.5344396075427565,0.11845728789106807,2.4112125070186794,0.4150424463655682
29,52,90,550,716,13,181,2,535,11,0.5344396075427568,0.11845728789106812,2.4112125070186803,0.4150424463655684
29,52,90,600,716,15,181,2,535,13,0.4511333165302436,0.10180213003886716,1.9991847833230434,0.29465282238142887
29,52,90,650,716,18,181,2,535,16,0.36481674927876506,0.0838796573791521,1.5866929445446751,0.1787967343124265
29,52,90,700,716,19,181,2,535,17,0.3428417858837006,0.0792072039028424,1.4839621190530023,0.15214695620734603
29,52,90,730,716,19,181,2,535,17,0.34284178588370057,0.0792072039028424,1.4839621190530015,0.15214695620734572
29,52,90,750,716,19,181,2,535,17,0.34284178588370057,0.0792072039028424,1.4839621190530015,0.15214695620734572
29,52,90,800,716,19,181,2,535,17,0.34284178588370057,0.0792072039028424,1.4839621190530017,0.15214695620734578
29,52,90,850,716,20,181,3,535,17,0.5141918566504562,0.15068358311279656,1.754625553652567,0.28816271467157806
29,52,90,900,716,22,181,3,535,19,0.4603314670078607,0.1362188342583033,1.5556223239716378,0.21175606850857165
29,52,90,730,716,19,181,2,535,17,0.34284178588370057,0.0792072039028424,1.4839621190530015,0.15214695620734572
29,52,90,760,716,19,181,2,535,17,0.34284178588370057,0.0792072039028424,1.4839621190530015,0.15214695620734572
29,52,90,790,716,19,181,2,535,17,0.34284178588370057,0.0792072039028424,1.4839621190530017,0.15214695620734578
29,52,90,820,716,20,181,3,535,17,0.5141918566504561,0.15068358311279656,1.7546255536525661,0.28816271467157784
29,52,90,1095,716,24,181,5,535,19,0.7701277693807941,0.2875467956634033,2.0626095999543157,0.6033034970366357
29,52,90,1460,716,30,181,5,535,25,0.5908393211611491,0.22617289534880483,1.5434701089703862,0.28278933590760436
29,52,90,1825,716,34,181,6,535,28,0.6377313041189205,0.26404253331272526,1.5402867528601256,0.3173785064852167
29,52,120,All,713,36,181,7,532,29,0.7266088498129303,0.31826478768927735,1.6588716095791232,0.4482865289992207
29,52,120,365,713,9,181,2,532,7,0.8398613134709793,0.17446754533617673,4.042969851533395,0.8276920461789874
29,52,120,400,713,9,181,2,532,7,0.8398613134709795,0.17446754533617675,4.042969851533398,0.8276920461789876
29,52,120,450,713,9,181,2,532,7,0.8398613134709791,0.1744675453361768,4.042969851533393,0.8276920461789873
29,52,120,500,713,10,181,2,532,8,0.7340446344793514,0.15587443185252248,3.4567665716832883,0.6957297337444555
29,52,120,550,713,10,181,2,532,8,0.7340446344793515,0.1558744318525226,3.4567665716832887,0.6957297337444557
29,52,120,600,713,12,181,2,532,10,0.5855851816291064,0.12830314923030844,2.672654623060411,0.4896506681936341
29,52,120,650,713,15,181,2,532,13,0.4480416097166555,0.1011034848288207,1.9855031147281315,0.2905042918227112
29,52,120,700,713,16,181,2,532,14,0.4153547116324311,0.09439574196314324,1.8276198998745103,0.24511545996731343
29,52,120,730,713,16,181,2,532,14,0.41535471163243104,0.09439574196314324,1.8276198998745101,0.24511545996731332
29,52,120,750,713,16,181,2,532,14,0.41535471163243104,0.09439574196314324,1.8276198998745101,0.24511545996731332
29,52,120,800,713,16,181,2,532,14,0.415354711632431,0.09439574196314324,1.82761989987451,0.24511545996731332
29,52,120,850,713,17,181,3,532,14,0.6230151061245348,0.17903549622151815,2.167993669697295,0.45703001256613895
29,52,120,900,713,19,181,3,532,16,0.5456265670001846,0.1589802572079285,1.872612083065368,0.33559632123571836
29,52,120,730,713,16,181,2,532,14,0.41535471163243104,0.09439574196314324,1.8276198998745101,0.24511545996731332
29,52,120,760,713,16,181,2,532,14,0.41535471163243104,0.09439574196314324,1.8276198998745101,0.24511545996731332
29,52,120,790,713,16,181,2,532,14,0.415354711632431,0.09439574196314324,1.82761989987451,0.24511545996731332
29,52,120,820,713,17,181,3,532,14,0.6230151061245348,0.17903549622151815,2.1679936696972955,0.4570300125661392
29,52,120,1095,713,21,181,5,532,16,0.9134823724653417,0.33463154611051715,2.493638315047917,0.8598108410673401
29,52,120,1460,713,27,181,5,532,22,0.6715167937396741,0.2542796852897922,1.7733811639750143,0.42155396728688377
29,52,120,1825,713,31,181,6,532,25,0.7148770629582837,0.29324382628801954,1.7427450105698636,0.4603594919620767
29,52,150,All,712,35,180,6,532,29,0.6232099613482448,0.25871241799193123,1.5012447370647435,0.2917853615116056
29,52,150,365,712,8,180,1,532,7,0.41993514718742136,0.05166447021588883,3.4132843539560405,0.41701188377171894
29,52,150,400,712,8,180,1,532,7,0.4199351471874214,0.05166447021588885,3.413284353956041,0.41701188377171894
29,52,150,450,712,8,180,1,532,7,0.4199351471874214,0.05166447021588885,3.413284353956041,0.41701188377171894
29,52,150,500,712,9,180,1,532,8,0.3669791431624085,0.04589739262293199,2.9342340342210997,0.344598681204461
29,52,150,550,712,9,180,1,532,8,0.3669791431624084,0.04589739262293199,2.9342340342210993,0.3445986812044609
29,52,150,600,712,11,180,1,532,10,0.2926887877709283,0.03746619538340683,2.286507226318366,0.24141220066318403
29,52,150,650,712,14,180,1,532,13,0.22387151639167172,0.02928490818916693,1.7114090140820846,0.14923710822179959
